id,label,Americas,Africa_Europe,Asia_Australia,ratioAmericas,ratioAfrica_Europe,ratioAsia_Australia,ratioMax,total
@7gbrll_7,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#peterfrankenfeldtulpen,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@alaaismail83,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@objetosestranho,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ahysenj,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mabenabancie,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
#ekindoor,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@panfunchal,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@baunilhas_,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@brianwaddell112,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@yoshiokubota,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@gabiukiefer,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#prince,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@nashikpolice,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@njjawad,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#pokemonpresents,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@maigonell,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@rafa_piccinoni,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@jascvkne,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@jowita_w,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@chavofuchs,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ayachan_zero,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@marwazakyvet,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@erspsinghpatel,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@pr3droso,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@chandelonr,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@impreetsbakshi,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@tazawako_ss,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@tomcristino44,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@krickeelee1984,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@garethocal,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#فلل,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#laradiomak,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@burkesbookstore,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#newprofilepic2021,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@oldbob10025,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@jetztlies,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@raviteja_offl,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#勝林寺,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#cycleride,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#fluffybuttfriday,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#chknights,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@melissahilldees,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@ahf77118198,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@mcdonalds,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@iliasmavros,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#past3amsquad,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@vincedalima,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@enkocz,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@susheela353,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#b4l,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@awaysawae,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@rivasmj,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@texaswildhoney,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#ナウマン象,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#temperley,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#resincoastersets,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@harbiyelii34,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@dearmoonproject,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#dontcompareyourself,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@tffnylauren,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@cabeicontigoo,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@habalianelie,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#happeningnow,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@fudd50,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@ethan1655,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@arfomofficial,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@robertd49564630,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@marabussani,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@thephotohour,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#champgnejesse,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@jimmynovellino,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#競馬記事,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@mu_min41,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@piblardo,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@_neve_branca,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@ayocaesar,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@derxanoproprio,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@mlimwengumakini,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#photography,Africa_Europe,1,2,1,0.25,0.5,0.25,0.5,4
@ethnerose,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@tishjames,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@taewaydrip,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@digital_trav,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#for,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#花粉症,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@florcitasim,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@waltervh2,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@vinheteiro,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@mikeey_d,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#ファミマ40周年は40のいいこと,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
#edgware,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@fenwickproperty,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@corzwalve,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@_simrbindra_,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@davebautista,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@wewantsuperman,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@tedcruz,Americas,4,0,0,1.0,0.0,0.0,1.0,4
@fixondennis,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#huelga5demarzo,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@meandmyweather,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#bbb,Americas,3,0,0,1.0,0.0,0.0,1.0,3
@jaimeponcemd,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@chespi1984,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@anthonycwalker,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@_1nita,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@lopesbreno02,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@johnnyoxxx,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@heroinkanawut,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@hitendravora2,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#オーストラリア,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@sahinkilictr,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
@airdriearab,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#bitcoin,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@zeko_san,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#one_pic_one_day,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@stefanseiser3,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#マルカントニオベンてゴーディ,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@macarena_olona,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@yasmimcaetan0,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@aguilaimperiall,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@rtvces,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@yanagino4434,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@jessfanzo,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@janromes,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@brentwoodstem,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#カヌレ,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@humararahat1,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@leylayamila_,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@nbaontnt,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@swenkanjomango,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@kk__4433,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mathieu_era,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#duffs,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@jairo_holden,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@sweetie_gums,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@kaizariii,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@krishanukar14,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#yenidenhilafet,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@maisfelis_,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#任英雄,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@hmhsboysbkb,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@thenamoarmy,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#show,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@nick_sal1,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@tostevinm,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@avhilmibilgin,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@gad146,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@fupadcolombia,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#shoe,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#mtgarena,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@pedroalberrrt,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#audience,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@rapsheet,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@mirrorofes,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@anaml1843,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@warlockadventur,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mousethird,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#votebtsglobal,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#fato,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#mexican,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@raybeane1,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@tuzzyfifa,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#cadenceimages,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@sina_48,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@raheemkassam,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@radio_danielle,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@sgasa_,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@jimbo_elrod,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@shabilazh,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@fduffy111,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@shaeaaron,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#wandavisionfinale,Americas,15,4,2,0.7142857142857143,0.19047619047619047,0.09523809523809523,0.7142857142857143,21
@jenkedspliff,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@asena026,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#nba,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@darkladymouse,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@conejo_pascual,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@thebrightofwin,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@cricbuzz,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@queronon,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@bandaloschinos,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ski3213,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@pokovifishing,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#keepclimbing,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@aldinesped,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ljusetitunneln,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@tetorotot,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@sim010101,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@amycloudnine_,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@missmccleary,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@devgrendow,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@anitabcabrera__,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@schadenfury,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#cameraprojection,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@candelita25,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@chi_mim_c,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@emilyhewertson,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
@giantfood,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#utg,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mineduc,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@aulanaa_,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@sbo69461636,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@burcu_ozberk,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@vuvu__m,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@cmire28,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@pod_payton,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@miss_elasmo,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@moetblindcat,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@teidagua,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@miki_nishitani,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@marloncraft,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@cj__cregg,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@babatafi,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mlolavelez,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@sembrandoamor12,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#乃木坂46,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#hugodinioypolsonmiteam,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#virar,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@atletico,Americas,5,0,0,1.0,0.0,0.0,1.0,5
#camdencity,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@heatvshaters,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@riszein,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#loveandpeace,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#bombayborough,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@wumpyspeaks,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@volkerstahmann,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@wfideix67,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#westmount,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@pooleypitchside,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@ktangen19,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@jpdawe7,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@massimo4951,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mogmog_yukappy,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@whiskeyrivernorth,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@gkmanish2019,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#لقاء_السلام,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#shindanmaker,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
@__perseu_,Americas,2,0,0,1.0,0.0,0.0,1.0,2
@luciacp_s,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@tunahanem,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@v0lgar_c_v0lgu,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@jalhamilton,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@jeffreestar,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#funniestvideos,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@cere_car0,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@oscar_ahs1,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@cowildheart3,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#sexy,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@melbalandran,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ksrok_ddr,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@beenishkosar,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@palapo2020,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#qauislamabad,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@histparl,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@mohamed57318820,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@pupb0icarti,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@edgar10pr,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@tatarapulos,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@underyourage,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@tortallo,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@darktaekook,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@crudeoil_fi,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@faroutakhtar,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@sissybo59553031,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@final0005231,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#qatartotalopen,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#sabadocarpediemsdv,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@_rntcrln,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@theseyibello,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@safran1958,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
@robertrolwing,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@reina__hs,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@mayankgtweet,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@owlsonline,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@r_cbr250rr,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@hpmexico,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@vicsantosduda,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@etxeondo_,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@ireth_isildr33,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ndwignall,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@ycat1208,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@machope12023954,Americas,2,0,0,1.0,0.0,0.0,1.0,2
@good_heavens00,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@xl,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#puglia,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#besiktasinmacivar,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#京都,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@riopes,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@lailaaarifiaa,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@bsmitch007,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@johnfeldy,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@escritoslana,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#lake,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@literartetc,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@whittakerdesig1,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@yssdelhi,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@blackma26865702,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#ダイアログノート,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@gilmara92535953,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#绿奴,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@wtfraga,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@anaviiikc,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@chapignon2paris,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@hariompandeymp,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#barcelona,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
@footyaccums,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@siandi_,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@maedabiotech,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@jstrombom,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@ftalked_,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@javenegas61,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@pbersani,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
#mayanmer,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@defenderssdv,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@kisnowandsea,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@ginger624,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@juanvialparra,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#accounting,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@kaitlyn__torrez,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@daves_a_mess,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#rogerguedesnogrêmio,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@th_xx15,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@aew,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#blackbeardiner,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@bbandida1313,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@gennarocontaldo,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@whirlygirl72,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@leonarsierra,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@taif_abdo28,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@uacoachmurphy,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#pushap,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#tyrrell,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@parsprototo9,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@haas1235,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@vivbajaj,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@josmarcelodona3,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@candacemhill,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@listy9021,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@jumboelliott76,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@priyumkochhar,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@greengodict,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@frhnarryn,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
#fé,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@lewdog73,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@penajaagain,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#酔っ払って寝てたらかなり出遅れた,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@aslan01gs01,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@robertsrj11,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@jvas1878,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#warehouse,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@edescarriada,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@heraldscotland,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@ubcteachered,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@marinadepp_,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#birding,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#kca,Americas,1,0,1,0.5,0.0,0.5,0.5,2
@beta_wuiih,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@spikedolomite,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@prasad_perla,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@cok_sacmaa,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@peckpalit,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@glsuai,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@sc_tinkerbell,Americas,1,0,0,1.0,0.0,0.0,1.0,1
#nilüfer,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
#معاك_يانصر,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
